created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,sanitized_tweet,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,sentiment_score,sentiment
Thu Oct 19 13:02:25 +0000 2023,1714990387335717032,"Belasan Penumpang Ditinggal Whoosh, Gara-gara KA Feeder Telat, Ini Klarifikasi KCIC https://t.co/YMYaWu1W8t",2,6,11,14,in,55507370,1714990387335717032,tvOneNews,https://twitter.com/tvOneNews/status/1714990387335717032,"['bas', 'tumpang', 'tinggal', 'whoosh', 'garagara', 'kak', 'feeder', 'telat', 'klarifikasi', 'kcic']",1,0,3,2,2,5,4,0,-8.0,negative
Thu Oct 19 13:01:58 +0000 2023,1714990273737179399,Informasi Gangguan Kereta 19 Oktober 2023 pk 19.30 KA 7440 Feeder KCIC rute Padalarang - Bandung mengalami gangguan mesin sehingga harus memerlukan loko penolong,83,29,35,122,in,1526027456062562304,1714990273737179399,sahabat_kereta,https://twitter.com/sahabat_kereta/status/1714990273737179399,"['informasi', 'ganggu', 'kereta', '19', 'oktober', '2023', 'pakai', '1930', 'kak', '7440', 'feeder', 'kcic', 'rute', 'padalarang', 'bandung', 'alami', 'ganggu', 'mesin', 'loko', 'tolong']",1,0,3,2,1,6,4,6,-25.0,negative
Thu Oct 19 12:59:53 +0000 2023,1714989748258058436,Klarifikasi KCIC Terkait Kejadian Penumpang Tertinggal Kereta Cepat Whoosh.  PT KCIC memohon maaf atas ketidaknyamanan yang dirasakan penumpang Kereta Cepat Whoosh yang mengalami keterlambatan karena adanya kendala operasional kereta feeder dari Stasiun Bandung.   Pada kondisiâ¦ https://t.co/BepUNH4FCC,1,2,12,24,in,121640063,1714989748258058436,RadioElshinta,https://twitter.com/RadioElshinta/status/1714989748258058436,"['klarifikasi', 'kcic', 'kait', 'tumpang', 'tinggal', 'kereta', 'cepat', 'whoosh', 'pt', 'kcic', 'mohon', 'maaf', 'ketidaknyamanan', 'tumpang', 'kereta', 'cepat', 'whoosh', 'alami', 'lambat', 'kendala', 'operasional', 'kereta', 'feeder', 'stasiun', 'bandung', 'kondisi']",0,1,1,3,5,4,6,2,-28.0,negative
Thu Oct 19 12:59:53 +0000 2023,1714989747549163609,"@KeretaCepatID Hari minggu kan saya mau naik whoosh dr padalarang-halim 19:06-19:36, nanti setelah tiba di halim apa LRT tujuan jatimulya masih beroperasi?",0,1,0,0,in,977744543977062400,1714989747549163609,bukancahaya_,https://twitter.com/bukancahaya_/status/1714989747549163609,"['@keretacepatid', 'minggu', 'whoosh', 'padalaranghalim', '19061936', 'halim', 'lrt', 'tuju', 'jatimulya', 'operasi']",1,3,4,4,4,2,0,8,-3.0,negative
Thu Oct 19 12:55:16 +0000 2023,1714988586419040634,"ini kalo Kereta Cepat Jakarta Bandung stasiun di Jakartanya di Jakpus bakalan beralih banyak ke KCIC, so far naek dari Halim dan turun di Padalarang aja banyak banget",0,0,0,0,in,2180193548,1714988586419040634,JMatip32,https://twitter.com/JMatip32/status/1714988586419040634,"['kalo', 'kereta', 'cepat', 'jakarta', 'bandung', 'stasiun', 'jakartanya', 'jakpus', 'alih', 'kcic', 'sok', 'far', 'halim', 'turun', 'padalarang', 'banget']",0,1,1,3,3,6,6,3,-10.0,negative
Thu Oct 19 12:53:50 +0000 2023,1714988226006708372,@KAI121 @KeretaCepatID min klo mau ke bandung pilihannya Halim - Padalarang kn yaa?,0,8,0,0,in,903565033061335040,1714988226006708372,pillofirro,https://twitter.com/pillofirro/status/1714988226006708372,"['kai121', '@keretacepatid', 'min', 'kalo', 'bandung', 'pilih', 'halim', 'padalarang', 'ya']",2,2,0,5,3,6,2,3,1.0,positive
Thu Oct 19 12:50:58 +0000 2023,1714987501818122400,@KeretaCepatID Lah gabung sama contact center KAI min?,0,0,0,0,in,1013702187489214464,1714985923468050690,brithyanugroho,https://twitter.com/brithyanugroho/status/1714987501818122400,"['@keretacepatid', 'gabung', 'contact', 'center', 'kai', 'min']",2,2,0,5,0,3,2,1,-5.0,negative
Thu Oct 19 12:50:10 +0000 2023,1714987303561777435,@KeretaCepatID Lah sama dengan contact center KAI ?,0,0,0,0,in,334610123,1714985923468050690,zilfikriyr,https://twitter.com/zilfikriyr/status/1714987303561777435,"['@keretacepatid', 'contact', 'center', 'kai']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Oct 19 12:49:14 +0000 2023,1714987066977857918,"@strike_bravo_b Negara maju ky Inggris aja mikir2, lg banyak potensi perang regional, ekonomi blm pulih. KCIC iya bagus, tp buat gengsi doang. Ibarat baru punya gaji gede dikit, cicilan banyak tp nambah kredit buat beli mobil mevvah",0,0,1,8,in,175419535,1714970111726199055,MD_IN,https://twitter.com/MD_IN/status/1714987066977857918,"['strike bravo b', 'negara', 'maju', 'kaya', 'inggris', 'memikirmikir', 'potensi', 'perang', 'regional', 'ekonomi', 'pulih', 'kcic', 'iya', 'bagus', 'gengsi', 'doang', 'gaji', 'gede', 'dikit', 'cicil', 'kredit', 'beli', 'mobil', 'mevvah']",1,3,2,0,1,5,5,6,-11.0,negative
Thu Oct 19 12:48:45 +0000 2023,1714986945661768059,Ngerasa ga sih semenjak kcic BuMN KAI jadi banyak problem hahahahah,0,0,0,0,in,1568995446273773570,1714986945661768059,lo_myself7,https://twitter.com/lo_myself7/status/1714986945661768059,"['sih', 'semenjak', 'kcic', 'bumn', 'kai', 'problem', 'hahahahah']",1,3,2,0,1,5,5,6,-4.0,negative
Thu Oct 19 12:48:40 +0000 2023,1714986926950986029,"@strike_bravo_b Gw gedek banget sama kcic itu salah satunya karena jadi ngehambat reaktivasi bbrp jalur, termasuk ke jalur kampung gw di Pangandaran. Eh skrg wacananya malah mau matiin gopar.",0,0,0,1,in,1341333238875181056,1714970111726199055,dedzertfox,https://twitter.com/dedzertfox/status/1714986926950986029,"['strike bravo b', 'gue', 'gedek', 'banget', 'kcic', 'salah', 'ngehambat', 'reaktivasi', 'jalur', 'masuk', 'jalur', 'kampung', 'gue', 'pangandaran', 'eh', 'wacana', 'matiin', 'gopar']",1,3,2,0,1,5,5,6,-19.0,negative
Thu Oct 19 12:43:47 +0000 2023,1714985695599796334,Gue pengen banget nyobain kcic ðð,0,1,0,0,in,1550768172751798272,1714985695599796334,sucker4mrgrey,https://twitter.com/sucker4mrgrey/status/1714985695599796334,"['gue', 'pengin', 'banget', 'coba', 'kcic', '']",1,3,2,0,1,5,3,6,0.0,neutral
Thu Oct 19 12:41:42 +0000 2023,1714985169810305342,@onmyowntweet Karena kan naik KCIC mumpung promo,0,1,0,0,in,1146604129231310849,1714984817950077338,weiguang91,https://twitter.com/weiguang91/status/1714985169810305342,"['onmyowntweet', 'kcic', 'mumpung', 'promo']",1,3,2,0,1,5,5,6,0.0,neutral
Thu Oct 19 12:39:05 +0000 2023,1714984513653322136,@asmurimustofa @KeretaCepatID @KAI121 @keretaapikita @kemenhub151 @perkeretaapian @mas_didiek @garut_railfans @btp_bandung @jurnalrailfans @GM_MarKA @jalur5_ @semboyan35com Hee hatur nuhun,0,0,0,0,in,1328855907585802242,1714926350392553726,AluqmanBj,https://twitter.com/AluqmanBj/status/1714984513653322136,"['asmurimustofa', '@keretacepatid', 'kai121', 'keretaapikita', 'kemenhub151', 'perkeretaapian', 'mas didiek', 'garut railfans', 'btp bandung', 'jurnalrailfans', 'gm marka', 'jalur5', 'semboyan35com', 'hee', 'hatur', 'nuhun']",1,3,4,4,4,2,0,5,0.0,neutral
Thu Oct 19 12:36:57 +0000 2023,1714983974353924277,"ð¤£ð¤£Gak bahaya tah, Puluhan Penumpang Ditinggal Kereta Cepat karena KA Feeder Telat, KCIC Minta Maaf https://t.co/1n2zXuQjZG",1,1,2,11,in,3797534720,1714983974353924277,C4kDeep_,https://twitter.com/C4kDeep_/status/1714983974353924277,"['bahaya', 'teh', 'puluh', 'tumpang', 'tinggal', 'kereta', 'cepat', 'kak', 'feeder', 'telat', 'kcic', 'maaf']",0,1,1,3,5,4,6,2,-22.0,negative
Thu Oct 19 12:36:49 +0000 2023,1714983944079458342,@AluqmanBj @KeretaCepatID @KAI121 @keretaapikita @kemenhub151 @perkeretaapian @mas_didiek @garut_railfans @btp_bandung @jurnalrailfans @GM_MarKA @jalur5_ @semboyan35com Alus photona,0,1,0,1,in,1479092882,1714926350392553726,asmurimustofa,https://twitter.com/asmurimustofa/status/1714983944079458342,"['aluqmanbj', '@keretacepatid', 'kai121', 'keretaapikita', 'kemenhub151', 'perkeretaapian', 'mas didiek', 'garut railfans', 'btp bandung', 'jurnalrailfans', 'gm marka', 'jalur5', 'semboyan35com', 'alus', 'photona']",1,3,4,4,4,2,0,5,0.0,neutral
Thu Oct 19 12:34:14 +0000 2023,1714983291508658233,"Ybs pergi apes, pulang amsyong. Ganti nama aja jadi odong-odong feeder kalau ga sereliable ini mah @KeretaCepatID",0,0,0,0,in,33519037,1714983291508658233,kanimayyo,https://twitter.com/kanimayyo/status/1714983291508658233,"['ybs', 'pergi', 'apes', 'pulang', 'amsyong', 'ganti', 'nama', 'odongodong', 'feeder', 'sereliable', 'mah', '@keretacepatid']",1,3,4,4,4,2,0,8,-11.0,negative
Thu Oct 19 12:26:29 +0000 2023,1714981340486275307,"https://t.co/ZCye0CUxIl  Ingin naik Whoosh, malah jadi Waduuh. Pihak KCIC pun telah memberi kompensasi penumpang yang tertinggal untuk mengikuti kereta cepat jadwal selanjutnya.",0,0,2,8,in,376708157,1714981340486275307,GM_MarKA,https://twitter.com/GM_MarKA/status/1714981340486275307,"['whoosh', 'waduuh', 'kcic', 'kompensasi', 'tumpang', 'tinggal', 'kereta', 'cepat', 'jadwal']",0,1,1,3,5,4,6,2,-10.0,negative
Thu Oct 19 12:20:06 +0000 2023,1714979734495662459,"KA Feeder Bikin Penumpang Kereta Cepat Ketinggalan, Ini Penjelasan KCIC https://t.co/CdrN54fKTA",0,0,0,0,in,118646322,1714979734495662459,Bisniscom,https://twitter.com/Bisniscom/status/1714979734495662459,"['kak', 'feeder', 'bikin', 'tumpang', 'kereta', 'cepat', 'tinggal', 'kcic']",0,1,1,3,5,4,6,2,-10.0,negative
Thu Oct 19 12:18:29 +0000 2023,1714979328407355443,kerja sama KCIC bener-bener serasa dijajah China tolonk,0,0,0,0,in,610823521,1714979328407355443,___adelaleee,https://twitter.com/___adelaleee/status/1714979328407355443,"['kerja', 'kcic', 'benarbenar', 'serasa', 'jajah', 'china', 'tolonk']",1,3,2,0,1,5,5,6,-3.0,negative
Thu Oct 19 12:13:31 +0000 2023,1714978079708455220,"Please banget ini yang bikin websitenya KCIC, ngga compatible loh di hp atau tablet, masa iya keretanya cepet drag nya engga :( https://t.co/ZX43ssdUgB",0,0,0,1,in,227966991,1714978079708455220,fikarachmau,https://twitter.com/fikarachmau/status/1714978079708455220,"['please', 'banget', 'bikin', 'websitenya', 'kcic', 'compatible', 'loh', 'hp', 'tablet', 'iya', 'kereta', 'cepat', 'drag', 'nya']",0,3,2,0,1,5,5,6,-9.0,negative
Thu Oct 19 12:00:26 +0000 2023,1714974785829326943,"@KAI121 pagi: feeder telat 11 menit, semua ditinggal kcic, nunggu 2 jam.   Malam: 30 menit feeder tertahan di cimahi, tidak ada kejelasan.   Kalau memang ga siap min, dihapus aja feedernya. Worst experience ever sebagai pengguna kereta.",1,5,0,0,in,265260381,1714974785829326943,alibasdja,https://twitter.com/alibasdja/status/1714974785829326943,"['kai121', 'pagi', 'feeder', 'telat', '11', 'menit', 'tinggal', 'kcic', 'tunggu', '2', 'jam', 'malam', '30', 'menit', 'feeder', 'tahan', 'cimahi', 'min', 'hapus', 'feedernya', 'worst', 'experience', 'ever', 'kereta']",1,3,2,0,1,5,1,5,-23.0,negative
Thu Oct 19 11:52:05 +0000 2023,1714972687188283432,"@KeretaCepatID Ini masih di Cimahi tiket 17.35 hadeh feeder nya lama amat , di jadwal smpe Bandung jam 18.34",0,1,0,0,in,1256986490761932800,1714640414945546374,majestyfx,https://twitter.com/majestyfx/status/1714972687188283432,"['@keretacepatid', 'cimahi', 'tiket', '1735', 'hadeh', 'feeder', 'nya', 'jadwal', 'bandung', 'jam', '1834']",1,3,4,4,4,6,1,4,-5.0,negative
Thu Oct 19 11:50:00 +0000 2023,1714972159976587501,KCIC menyampaikan permohonan maaf kepada penumpang yang tertinggal Kereta Cepat Whoosh akibat adanya gangguan KA Feeder  https://t.co/ey0EDZsHDl,0,0,0,0,in,944180887171743745,1714972159976587501,inewsdotid,https://twitter.com/inewsdotid/status/1714972159976587501,"['kcic', 'mohon', 'maaf', 'tumpang', 'tinggal', 'kereta', 'cepat', 'whoosh', 'akibat', 'ganggu', 'kak', 'feeder']",0,1,1,3,5,4,6,2,-22.0,negative
Thu Oct 19 11:48:08 +0000 2023,1714971691636695216,"@KeretaCepatID min, tolong jadwalnya ditambah utk jam set 8 atau jam 8 pagi @KeretaCepatID",0,0,0,0,in,1477592515494625280,1714959029443994027,qafdhi,https://twitter.com/qafdhi/status/1714971691636695216,"['@keretacepatid', 'min', 'tolong', 'jadwal', 'jam', 'set', '8', 'jam', '8', 'pagi', '@keretacepatid']",2,2,0,5,0,3,1,1,-5.0,negative
Thu Oct 19 11:42:38 +0000 2023,1714970306845290916,@IbnuRashyd True wkwkwk. Iya bener banget yang dipakai  Prameks sekarang livery KCIC lampu JB 3 dan spion tandukð,0,0,0,0,in,777774752337309696,1714895859169869979,GuitarsCute,https://twitter.com/GuitarsCute/status/1714970306845290916,"['ibnurashyd', 'true', 'wkwkwk', 'iya', 'banget', 'pakai', 'prameks', 'livery', 'kcic', 'lampu', 'jb', '3', 'spion', 'tanduk']",1,3,2,0,1,5,5,6,3.0,positive
Thu Oct 19 11:41:51 +0000 2023,1714970111726199055,Kalo ga maksain kcic duitnya dah bisa buka jalur cipatat dan elektrifikasi sekalian kali,2,28,66,375,in,1448080308,1714970111726199055,strike_bravo_b,https://twitter.com/strike_bravo_b/status/1714970111726199055,"['kalo', 'paksa', 'kcic', 'duit', 'deh', 'buka', 'jalur', 'cipatat', 'elektrifikasi', 'kali']",1,3,2,0,1,5,5,6,-11.0,negative
Thu Oct 19 11:39:05 +0000 2023,1714969415891185933,@KeretaCepatID Mekanismenya seperti apakah? Informasinya kurang jelas. Mohon dibantu informasinya @KeretaCepatID,0,0,0,0,in,59240967,1714436538254442697,AndreKiagus,https://twitter.com/AndreKiagus/status/1714969415891185933,"['@keretacepatid', 'mekanisme', 'informasi', 'mohon', 'bantu', 'informasi', '@keretacepatid']",1,3,4,4,4,2,0,8,-12.0,negative
Thu Oct 19 11:33:14 +0000 2023,1714967939609506120,"@KeretaCepatID Min, klo udah pesen tiket sampe tegalluar bisa berhenti di stasiun padalarang ga? Trus lanjut feeder ke bandung?",0,0,0,0,in,78818106,1714959029443994027,maennin,https://twitter.com/maennin/status/1714967939609506120,"['@keretacepatid', 'min', 'kalo', 'pesan', 'tiket', 'tegalluar', 'henti', 'stasiun', 'padalarang', 'feeder', 'bandung']",2,2,0,5,3,6,8,3,-8.0,negative
Thu Oct 19 11:32:58 +0000 2023,1714967876090884306,"Wah, jd was was nanti mana malming mo ke bandung lg pake KCIC nyambung feeder.",0,0,0,1,in,1146604129231310849,1714967876090884306,weiguang91,https://twitter.com/weiguang91/status/1714967876090884306,"['was', 'was', 'malming', 'bandung', 'pakai', 'kcic', 'sambung', 'feeder']",1,3,2,0,1,5,5,6,-4.0,negative
Thu Oct 19 11:32:06 +0000 2023,1714967656187801679,"@KeretaCepatID lekas feeder dihandle KCIC sekalian, termasuk pemesanan tiket tercantum Bandung dan Cimahi.",0,0,0,0,in,98836842,1714959029443994027,satrioikhwan,https://twitter.com/satrioikhwan/status/1714967656187801679,"['@keretacepatid', 'lekas', 'feeder', 'dihandle', 'kcic', 'masuk', 'mesan', 'tiket', 'cantum', 'bandung', 'cimahi']",1,3,4,4,4,5,8,4,-3.0,negative
Thu Oct 19 11:29:18 +0000 2023,1714966950399643929,"@elisa_jkt Awalnya gw jg golput Ci &amp   nyesel. Konsiderasinya krn ga ada yg 100% fit sama ekpektasi. 2024 Gw mau pake tuh hak. Setidaknya berharap IKN dibatalin/KCIC di renegosiasi, biar anak gw taxnya kepake utk something yg lbh prioritas.",0,0,0,1,in,1220300343826763776,1714846016686694730,Tude_aja,https://twitter.com/Tude_aja/status/1714966950399643929,"['elisa jkt', 'gue', 'golput', 'ci', 'sesal', 'konsiderasi', '100', 'fit', 'ekpektasi', '2024', 'gue', 'pakai', 'tuh', 'hak', 'harap', 'ikn', 'dibatalinkcic', 'renegosiasi', 'biar', 'anak', 'gue', 'taxnya', 'kepake', 'something', 'prioritas']",1,3,2,0,1,5,5,6,-9.0,negative
Thu Oct 19 11:28:02 +0000 2023,1714966633826160855,"@Dandhy_Laksono Iya nih, Kalimantan dan Sulawesi belum ada jaringan kereta api malah bkin KCIC dan bikin tol lagi di Jawa.",0,0,0,3,in,148985134,1714669977276702769,ValeValvuela,https://twitter.com/ValeValvuela/status/1714966633826160855,"['dandhy laksono', 'iya', 'nih', 'kalimantan', 'sulawesi', 'jaring', 'kereta', 'api', 'bikin', 'kcic', 'bikin', 'tol', 'jawa']",1,3,2,0,1,5,5,6,-3.0,negative
Thu Oct 19 11:26:30 +0000 2023,1714966248193434025,@KeretaCepatID Min klw beli tiket di aplikasi habis apakah di vending machine masih tersedia,0,0,0,0,in,100454612,1714904015849521439,ebaruna,https://twitter.com/ebaruna/status/1714966248193434025,"['@keretacepatid', 'min', 'beli', 'tiket', 'aplikasi', 'habis', 'vending', 'machine', 'sedia']",2,2,0,5,0,0,8,4,-8.0,negative
Thu Oct 19 11:25:07 +0000 2023,1714965898505904470,@42_arvi @Adrianussatrio @KAI121 @keretaapikita @KeretaCepatID @ptinka Lumayan. Hrs nya sih om anussatrio yg nyolek. Tapiyagitudeh,0,0,0,0,in,1470741842635284481,1714934892537237810,uni_asik,https://twitter.com/uni_asik/status/1714965898505904470,"['42 arvi', 'adrianussatrio', 'kai121', 'keretaapikita', '@keretacepatid', 'ptinka', 'lumayan', 'nya', 'sih', 'om', 'anussatrio', 'nyolek', 'tapiyagitudeh']",1,3,4,4,4,2,0,5,-2.0,negative
Thu Oct 19 11:24:10 +0000 2023,1714965660806336688,@GuitarsCute Hoo no shit mogok. Pas dinas disini trainset Me 204 suka random ngadat. Jadinya pake set feeder KCIC jadi-jadian wkwkwkw,0,1,0,1,in,588267037,1714895859169869979,IbnuRashyd,https://twitter.com/IbnuRashyd/status/1714965660806336688,"['guitarscute', 'hoo', 'no', 'shit', 'mogok', 'pas', 'dinas', 'trainset', 'me', '204', 'suka', 'random', 'ngadat', 'pakai', 'set', 'feeder', 'kcic', 'jadijadian', 'wkwkwkw']",1,3,2,0,1,5,5,6,-7.0,negative
Thu Oct 19 11:21:14 +0000 2023,1714964922222961124,Padahal KA Feeder disediakan KCIC untuk memudahkan penumpang dari Stasiun Bandung ke Stasiun Padalarang. Malah telat datang. #bisnisupdate #update #bisnis #text https://t.co/k5giTkXWlL,1,2,0,5,in,759692754985242625,1714964922222961124,kumparan,https://twitter.com/kumparan/status/1714964922222961124,"['kak', 'feeder', 'sedia', 'kcic', 'mudah', 'tumpang', 'stasiun', 'bandung', 'stasiun', 'padalarang', 'telat', 'bisnisupdate', 'update', 'bisnis', 'text']",1,0,3,2,3,6,4,3,-2.0,negative
Thu Oct 19 11:21:02 +0000 2023,1714964871262191890,@sifa_fauzia @KeretaCepatID Begitu juga dengan feeder bandung-tegalluar ð¤¦ââï¸,0,0,0,0,in,1372227474654777349,1714959029443994027,sutardooo,https://twitter.com/sutardooo/status/1714964871262191890,"['sifa fauzia', '@keretacepatid', 'feeder', 'bandungtegalluar', '']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Oct 19 11:20:10 +0000 2023,1714964651455467620,@KeretaCepatID Memang yaaa tinggi banget nih antusiasme warga kita #kai121,0,1,0,0,in,1654816367097577473,1714658121409552524,FauzanUwaizz,https://twitter.com/FauzanUwaizz/status/1714964651455467620,"['@keretacepatid', 'ya', 'banget', 'nih', 'antusiasme', 'warga', 'kai121']",1,3,4,4,4,2,0,5,8.0,positive
Thu Oct 19 11:17:53 +0000 2023,1714964076844265723,@KeretaCepatID Emang nih dari mulai awal launching udh banyak banget yg mau naik #kai121,0,0,0,0,in,1423142335391563777,1714658121409552524,waiz_khorni,https://twitter.com/waiz_khorni/status/1714964076844265723,"['@keretacepatid', 'nih', 'launching', 'banget', 'kai121']",1,3,4,4,4,2,0,5,1.0,positive
Thu Oct 19 11:17:14 +0000 2023,1714963913060855841,Jadwal Kereta Cepat Whoosh Jakarta Bandung dengan Cara Beli Tiket Diskon Rp150ribu #KCIC #keretacepat #Jakarta #Bandung #Whoosh (NF)  https://t.co/CUSyKA5mhD,0,0,1,0,in,1363671825452916747,1714963913060855841,smjogja,https://twitter.com/smjogja/status/1714963913060855841,"['jadwal', 'kereta', 'cepat', 'whoosh', 'jakarta', 'bandung', 'beli', 'tiket', 'diskon', 'rp150ribu', 'kcic', 'keretacepat', 'jakarta', 'bandung', 'whoosh', 'nf']",0,1,1,3,5,4,6,2,-10.0,negative
Thu Oct 19 11:16:25 +0000 2023,1714963707581829375,@sutardooo @KeretaCepatID Udah kejadian ya ada yg ketinggalan Whoosh krn gangguan di LRT ð,0,1,0,0,in,48285168,1714959029443994027,sifa_fauzia,https://twitter.com/sifa_fauzia/status/1714963707581829375,"['sutardooo', '@keretacepatid', 'ya', 'tinggal', 'whoosh', 'ganggu', 'lrt', '']",1,3,4,4,4,2,0,8,-3.0,negative
Thu Oct 19 11:15:09 +0000 2023,1714963392040185991,Nanti gue ke jkt naik kcic ahayyy,0,0,0,0,in,1156039461525839873,1714963392040185991,megustastru,https://twitter.com/megustastru/status/1714963392040185991,"['gue', 'jakarta', 'kcic', 'ahayyy']",1,3,2,0,1,5,5,6,0.0,neutral
Thu Oct 19 11:14:34 +0000 2023,1714963243578556615,"31 Penumpang Kereta Cepat Whoosh Tertinggal, Begini Klarifikasi KCIC https://t.co/TM6b98HsZr",0,1,1,5,in,41730943,1714963243578556615,VIVAcoid,https://twitter.com/VIVAcoid/status/1714963243578556615,"['31', 'tumpang', 'kereta', 'cepat', 'whoosh', 'tinggal', 'klarifikasi', 'kcic']",0,1,1,3,5,4,6,2,-10.0,negative
Thu Oct 19 11:11:43 +0000 2023,1714962527640223961,@uqvoi @KeretaCepatID Wah iya terimakasih infonya kak,0,1,0,1,in,1156039461525839873,1714959029443994027,megustastru,https://twitter.com/megustastru/status/1714962527640223961,"['uqvoi', '@keretacepatid', 'iya', 'terimakasih', 'info', 'kak']",1,0,3,2,2,2,4,0,2.0,positive
Thu Oct 19 11:11:12 +0000 2023,1714962396698267671,@megustastru @KeretaCepatID Iya kak untuk yang dari dan ke Padalarang https://t.co/U6ZYwKXgZ6,0,1,0,0,in,955753823229718529,1714959029443994027,uqvoi,https://twitter.com/uqvoi/status/1714962396698267671,"['megustastru', '@keretacepatid', 'iya', 'kak', 'padalarang']",1,0,3,2,2,6,4,0,0.0,neutral
Thu Oct 19 11:10:12 +0000 2023,1714962145065263331,@KeretaCepatID Transportasi pendukungnya mempuni ngga? Feeder padalarang - bandung dan LRT Jakarta gangguan mulu dah perasaan.,0,2,0,2,in,1372227474654777349,1714959029443994027,sutardooo,https://twitter.com/sutardooo/status/1714962145065263331,"['@keretacepatid', 'transportasi', 'dukung', 'feeder', 'padalarang', 'bandung', 'lrt', 'jakarta', 'ganggu', 'mulu', 'deh', 'asa']",1,3,4,4,3,6,0,3,-4.0,negative
Thu Oct 19 11:08:33 +0000 2023,1714961730936373701,"Naik kereta yg 2 jam kemudianð. Kereta feeder KAI alami gangguan. Sedangkan kereta cepat KCIC, perlu ketepatan waktu. Gak ada koordinasi antara KAI &amp  KCIC",0,0,0,0,in,2821018616,1714961730936373701,prasetya2233,https://twitter.com/prasetya2233/status/1714961730936373701,"['kereta', '2', 'jam', 'kereta', 'feeder', 'kai', 'alami', 'ganggu', 'kereta', 'cepat', 'kcic', 'koordinasi', 'kai', 'kcic']",0,1,1,3,5,4,6,2,-21.0,negative
Thu Oct 19 11:07:41 +0000 2023,1714961510437732402,Infokan apakah kalo beli tiket ke tegalluar bisa turun di padalarang dan free feeder? @KAI121 @KeretaCepatID,0,0,0,0,in,590441066,1714961510437732402,daffaofficial_,https://twitter.com/daffaofficial_/status/1714961510437732402,"['info', 'kalo', 'beli', 'tiket', 'tegalluar', 'turun', 'padalarang', 'free', 'feeder', 'kai121', '@keretacepatid']",2,0,3,2,3,6,8,3,-6.0,negative
Thu Oct 19 11:05:38 +0000 2023,1714960994915733505,"@KeretaCepatID Min, harga tiket kcicnya itu (di apk kai access 150k) udah termasuk feedernya kah?",0,1,0,0,in,1156039461525839873,1714959029443994027,megustastru,https://twitter.com/megustastru/status/1714960994915733505,"['@keretacepatid', 'min', 'harga', 'tiket', 'kcicnya', 'apk', 'kai', 'access', '150k', 'masuk', 'feedernya', 'kah']",2,2,0,5,0,0,8,4,0.0,neutral
Thu Oct 19 11:01:44 +0000 2023,1714960012769157368,Jakarta - bandung 32 menit  #KCIC #WHOOSH #KERETACEPATINDONESIA https://t.co/VdRaGLuLQk,0,1,0,3,in,209053042,1714960012769157368,Pantjie,https://twitter.com/Pantjie/status/1714960012769157368,"['jakarta', 'bandung', '32', 'menit', 'kcic', 'whoosh', 'keretacepatindonesia']",1,3,2,0,1,5,5,6,-1.0,negative
Thu Oct 19 10:58:26 +0000 2023,1714959185941852419,@KeretaCepatID Cimahi udah buka buat feedernya ya min,0,1,0,0,in,1704417062473580544,1714959029443994027,HaeNde16,https://twitter.com/HaeNde16/status/1714959185941852419,"['@keretacepatid', 'cimahi', 'buka', 'feedernya', 'ya', 'min']",2,2,0,5,0,3,2,1,1.0,positive
Thu Oct 19 10:56:23 +0000 2023,1714958668645769416,@txttransportasi @KeretaCepatID Ada ni min tp gak disetiap jam ada. Bingung sumpah wkwk https://t.co/PIZJTLdTnc,0,0,0,0,in,261567441,1714957664072184054,riloop,https://twitter.com/riloop/status/1714958668645769416,"['txttransportasi', '@keretacepatid', 'nih', 'min', 'jam', 'bingung', 'sumpah', 'wkwk']",2,2,0,5,0,3,1,1,-3.0,negative
Thu Oct 19 10:54:31 +0000 2023,1714958198397075541,"@riloop @KeretaCepatID Penasaran juga kenapa tiket 1st class &amp  bussines classnya gak dijual, padahal awalÂ² gini mumpung ada harga promo ð¥²",0,1,0,0,in,1617441699613270016,1714957664072184054,txttransportasi,https://twitter.com/txttransportasi/status/1714958198397075541,"['riloop', '@keretacepatid', 'penasaran', 'tiket', '1st', 'class', 'bussines', 'classnya', 'jual', 'mumpung', 'harga', 'promo', '']",1,3,4,4,4,0,8,4,1.0,positive
Thu Oct 19 10:52:24 +0000 2023,1714957664072184054,@txttransportasi min knp tiket @KeretaCepatID kelas bisnis &amp  first gak dijual disetiap jadwal ya?,0,2,0,0,in,261567441,1714957664072184054,riloop,https://twitter.com/riloop/status/1714957664072184054,"['txttransportasi', 'min', 'tiket', '@keretacepatid', 'kelas', 'bisnis', 'first', 'jual', 'jadwal', 'ya']",2,2,0,5,0,0,8,4,5.0,positive
Thu Oct 19 10:51:50 +0000 2023,1714957523453944267,"@zeusluvs @KeretaCepatID tadi udah coba2 sampe ke tahap pembayaran sih, lancar, tapi belum pesen karna untuk perjalanan bulan november belum dibuka",0,1,0,0,in,409220756,1714932805384421483,miqbaldanis,https://twitter.com/miqbaldanis/status/1714957523453944267,"['zeusluvs', '@keretacepatid', 'coba2', 'tahap', 'bayar', 'sih', 'lancar', 'pesan', 'jalan', 'november', 'buka']",1,3,4,4,4,2,0,8,-11.0,negative
